video_id,clase,Desplazamiento_mean,Desplazamiento_max,Desplazamiento_min,Desplazamiento_std,Desplazamiento_median,Velocidad_mean,Velocidad_max,Velocidad_min,Velocidad_std,Velocidad_median,Aceleracion_mean,Aceleracion_max,Aceleracion_min,Aceleracion_std,Aceleracion_median,Direccion_mean,Direccion_max,Direccion_min,Direccion_std,Direccion_median,Densidad_mean,Densidad_max,Densidad_min,Densidad_std,Densidad_median,Linealidad_mean,Linealidad_max,Linealidad_min,Linealidad_std,Linealidad_median,Circularidad_mean,Circularidad_max,Circularidad_min,Circularidad_std,Circularidad_median,Zigzag_mean,Zigzag_max,Zigzag_min,Zigzag_std,Zigzag_median,Frecuencia_Ciclo_mean,Frecuencia_Ciclo_max,Frecuencia_Ciclo_min,Frecuencia_Ciclo_std,Frecuencia_Ciclo_median,Amplitud_Ciclo_mean,Amplitud_Ciclo_max,Amplitud_Ciclo_min,Amplitud_Ciclo_std,Amplitud_Ciclo_median,Area_Trayectoria_mean,Area_Trayectoria_max,Area_Trayectoria_min,Area_Trayectoria_std,Area_Trayectoria_median,duracion_video,frames_unicos,objetos_unicos,porcentaje_interaccion,total_interacciones,porcentaje_ciclico,total_ciclico,postura_Neutral_freq,postura_Vertical_freq,postura_Horizontal_freq,patron_Zigzag_freq,patron_Mixto_freq,patron_Indeterminado_freq,patron_Lineal_freq,patron_Circular_freq,rango_x,rango_y,centro_x,centro_y,variabilidad_x,variabilidad_y,cambios_velocidad_mean,cambios_velocidad_max,velocidad_cero_freq,cambios_direccion_mean,cambios_direccion_max
normal_21_procesado,normal,73.79702411546307,189.52836199366047,0.0,43.13219594371434,70.21395872616783,1844.9256028865764,4738.209049841512,0.0,1078.3048985928585,1755.3489681541955,-13.217989401613643,117810.43863641492,-117332.8844333858,32960.46088306197,0.0,-6.904336029895221,180.0,-171.73282666448938,101.98849915439916,0.0,0.005952476032222699,0.0111309203442756,0.0033152635048021,0.0014660344997684746,0.0052370936750227,0.0011249538310947726,0.0011599627677471,0.0,0.00019865255976488452,0.0011599627677471,0.5144738911245879,1.0,0.0,0.0859122504880891,0.5055882238359337,0.6669032832147005,0.6752094019869425,0.0,0.058575399342394995,0.6752094019869425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16731.800804828974,17252.5,0.0,2954.623529857033,17252.5,497,155,4,0.0,0,0.0,0,0.4346076458752515,0.3158953722334004,0.24949698189134809,0.9698189134808853,0.0,0.006036217303822937,0.0,0.02414486921529175,146,165,351.9416498993964,200.19718309859155,43.78892986502361,45.76545825694771,975.9288564872103,4712.417545456597,0.08853118712273642,151.1079138457697,339.37646861667474
normal_22_procesado,normal,5.365911044691338,144.9310180741169,0.0,14.200700235947005,1.4142135623730951,134.14777611728343,3623.2754518529223,0.0,355.0175058986751,35.35533905932738,-413.31883089860514,60266.33595963835,-86937.54136204477,9091.252999011745,0.0,-0.35383952422903564,180.0,-177.87890360333856,92.60200243861232,0.0,0.00195797751212529,0.0070576963335643,0.0012572204773833,0.0010989000869239681,0.0015607629233095,0.37604196558555286,0.761666434097039,0.0,0.21591833806629446,0.2597202982391949,0.3811556532141811,0.8279621929263785,-0.3051992140348247,0.2872969347498629,0.4695357779853492,0.3612003357453617,0.6,0.0,0.11942482755919118,0.4244770562745876,0.008819444444444446,0.1,0.0,0.019561814813932245,0.0,13.582916677910209,42.26404830862028,0.0,19.73578305496347,0.0,2535.7555555555555,5824.0,0.0,1607.2250204902045,2306.0,315,284,21,0.012698412698412698,4,0.726984126984127,229,0.653968253968254,0.3396825396825397,0.006349206349206349,0.022222222222222223,0.8857142857142857,0.06349206349206349,0.0,0.02857142857142857,266,270,312.4,159.62222222222223,29.849921849058575,74.65308395565843,144.37062094624216,3623.2754518529223,0.23809523809523808,69.6622949000723,292.7509763427877
normal_24_procesado,normal,27.48040791283654,245.2835094334717,0.0,48.95764416968608,1.4142135623730951,687.0101978209136,6132.0877358367925,0.0,1223.9411042421518,35.35533905932738,17.599530030386674,152418.30991943664,-151904.65090998245,25389.27459083208,0.0,28.167599654902425,180.0,-177.75425743410491,88.80255190271563,0.0,0.002638821744641403,0.0076069057464404,0.0010341616939297,0.0013633857547665472,0.0025573101858282,0.05527081098468415,0.999999973882416,0.0,0.13072369045336263,0.0030221950514931,0.4788825370954224,0.894643197592547,-1.001215358334068,0.29701756774476124,0.6323508509594019,0.5546527499397621,0.9762462062078148,0.0,0.13803294775316768,0.6236715513448937,0.24513720557023821,0.5,0.0,0.22172277065696722,0.1666666666666666,43.39715885320206,65.79448039288575,0.0,27.99461989393201,63.06733581620585,18436.21169463996,31161.5,0.0,13539.952807051697,29342.0,1847,1154,66,0.04981050351922036,92,0.78938819707634,1458,0.5657823497563617,0.41851651326475364,0.01570113697888468,0.6935571196534922,0.1613427179209529,0.04439631835408771,0.008121277747698972,0.09258256632376827,412,257,220.09258256632376,190.13697888467786,54.444934601685176,72.36291386104178,398.0213912657834,6096.7323967774655,0.26204656199242016,101.85942704693093,345.9637565320735
normal_27_procesado,normal,126.60401914467235,480.9261897630446,0.0,93.66682006494979,111.80339887498948,3165.1004786168082,12023.154744076115,0.0,2341.670501623745,2795.084971874737,1.8922894103198087,287097.4632639092,-291376.71599666297,66300.88781738395,0.0,22.87983999133831,180.0,-179.83048635402292,105.26451775300522,0.0,0.01321451922285526,0.0295380207651313,0.0067956458274843,0.0034061703415200406,0.012856536344293,0.0033874493393022784,0.9999999687652488,0.0,0.04331311451395128,1.507867489402924e-05,-0.029075863284490914,1.0,-4.852274851681268,1.423589061306677,0.4208485467863926,0.6550266483529521,0.8333333333333334,0.0,0.05470500984522715,0.6729686842773277,0.014231250513453517,0.5,0.0,0.05965898733419367,0.0,0.5099437704887391,33.429099986358004,0.0,2.234511196959092,0.0,81940.48693326779,91203.5,0.0,26724.69136640573,91203.5,85446,9994,79,0.001673571612480397,143,0.05780258876951525,4939,0.32917866254710576,0.06840577674788756,0.6024155607050067,0.9957517028298575,0.0003393956416918288,0.0010298902230648597,0.0011937363949160874,0.0016852749104697704,529,241,299.38550663576996,117.39811108770452,126.4806849046368,60.22232460063822,1936.0475239454047,11655.068639866518,0.10893429768508765,138.07779122971667,359.3904934233248
normal_28_procesado,normal,114.30204882314105,381.66215426735727,0.0,73.72575729155355,113.50770898930168,2857.5512205785258,9541.553856683931,0.0,1843.1439322888384,2837.692724732542,18.873585004761,216351.1324213488,-216351.1324213488,60951.52880300214,0.0,-14.477303074699948,180.0,-179.6851911926109,110.97065492031814,0.0,0.006939476053589546,0.0146559961212656,0.0028027727060915,0.0019668551862654544,0.00665758148349295,0.004765239313505251,0.99999950000025,0.0,0.05592940485025034,0.0001360025744565,0.4991629892883379,1.0,0.0,0.05480691452584483,0.5000473948718046,0.6734434462016472,0.7274163823495665,0.0,0.05334569041475431,0.6795193102867767,0.000458365164247517,0.1428571428571428,0.0,0.008079564735421055,0.0,0.0013893455675686181,0.4330127018922193,0.0,0.024489879093384372,0.0,48125.980815508025,49353.0,0.0,7684.344257075623,49353.0,7480,1739,36,0.0006684491978609625,5,0.0032085561497326204,24,0.7909090909090909,0.08957219251336898,0.11951871657754011,0.9810160427807486,0.0030748663101604276,0.0053475935828877,0.002807486631016043,0.007754010695187166,503,210,322.6799465240642,119.77580213903744,97.69360308894548,32.11509299034857,1895.705146949271,8654.04529685395,0.07566844919786096,152.50348835309114,358.68308759420677
normal_2_procesado,normal,64.5007501686464,377.6903493604252,0.0,82.56141817041612,6.0,1612.51875421616,9442.25873401063,0.0,2064.0354542604027,150.0,-53.09334809960302,231210.5141201404,-195110.6199648677,49321.60706431197,0.0,-8.409976543154979,180.0,-174.0938588862295,96.15247776793144,0.0,0.0024126324897419484,0.0048398301443368,0.0004971844555217,0.0006559580656791146,0.0024375289665201,0.009949211915821298,0.6995866788582858,0.0,0.06157691520551434,0.0025380684782545,0.638570409777913,0.6765293691294403,0.0,0.10220476627134631,0.6765293691294403,0.6476317661909449,0.6797194037072621,0.0,0.05177734610409509,0.6334685327675051,0.1428164196123147,0.25,0.0,0.12375907000502373,0.25,51.36661834085611,89.91721414157844,0.0,44.51228319841726,89.91721414157844,31623.910775370583,47887.5,0.0,18823.92022273985,47887.5,1754,694,11,0.0034207525655644243,6,0.5712656784492588,1002,0.4549600912200684,0.17160775370581527,0.3734321550741163,0.9885974914481186,0.007411630558722919,0.003990877993158495,0.0,0.0,347,290,139.9897377423033,144.12884834663626,85.72546628983721,80.31979322938818,1027.1700521325422,9248.420564805616,0.15279361459521096,125.26056852566624,335.0096938886752
normal_30_procesado,normal,63.61987790725393,180.1887898843877,0.0,66.54036331992461,32.0,1590.496947681348,4504.719747109692,0.0,1663.5090829981152,800.0,126.55185690363386,111212.61513074362,-110479.18815238244,42249.11708287413,0.0,-5.213781295878023,180.0,-176.4785466230778,107.64087634147583,0.0,0.0030895198402582837,0.0067472253734678,0.0013015045009716,0.0015522386099007385,0.0031777434467368,0.011264721974778983,0.0332336254633471,0.0,0.013455412194465726,0.003234852430077,0.4429380348698786,0.9416839850008808,-0.076116385696044,0.33173655345855224,0.6433163562960678,0.6600366923894426,0.7338382031255801,0.0,0.1019358581643125,0.7024826160281327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13807.71052631579,16919.0,0.0,4848.3554782517085,16919.0,456,284,8,0.03070175438596491,14,0.0,0,0.8114035087719298,0.17543859649122806,0.013157894736842105,0.9605263157894737,0.0,0.017543859649122806,0.0,0.021929824561403508,347,162,272.71491228070175,212.49122807017545,61.80285811870387,22.371094227821477,1013.6917985881967,4448.504605229745,0.09429824561403509,144.060047971534,356.32176127800665
normal_32_procesado,normal,76.88764928273142,237.598400668018,0.0,67.28246190553084,124.32618388738553,1922.1912320682857,5939.960016700449,0.0,1682.0615476382711,3108.154597184638,110.92340639187447,148284.4605816806,-148284.4605816806,56659.373426302926,0.0,-31.31419097042104,180.0,-177.75425743410491,93.62791146875487,0.0,0.003994156800939425,0.0081413700487112,0.0009998195155655,0.001270834190806832,0.0035310521422788,0.01584758285068304,0.99999950000025,0.0,0.09561957125388261,0.0006210918820725,0.6662025740327565,1.0,-0.1065643835087093,0.12798771718458316,0.7001784646379288,0.6646628901979652,0.7421117085920385,0.0,0.09876712805239436,0.6844903739177496,0.008209338122113904,0.25,0.0,0.04158469370498058,0.0,0.022752448670049687,0.6109532624422993,0.0,0.11456861967899255,0.0,15677.432786044124,53427.0,0.0,5704.149917553676,17770.5,1949,673,28,0.0,0,0.03796818881477681,74,0.4155977424320164,0.004617752693689072,0.5797845048742946,0.0918419702411493,0.0,0.017444843509492047,0.009748589020010261,0.8809645972293484,456,149,172.52283222165212,225.18471010774758,87.19049759948534,27.8779378186983,1545.8109682159545,5931.378423267225,0.18984094407388405,129.23322932838124,345.9637565320735
normal_35_procesado,normal,192.81924505001567,388.8611577414232,0.0,127.47824933554912,233.13729860320507,4820.481126250391,9721.52894353558,0.0,3186.956233388728,5828.432465080126,570.2148581183884,242977.94395788276,-242977.94395788276,106288.89736429178,0.0,46.69030848435977,180.0,-176.32550047917036,95.56783974792474,0.0,0.004477091347237947,0.0079076987750904,0.0011815205538232,0.0014721265277255295,0.0042249492131972,0.008283049000199404,0.0549618345402162,0.0,0.016325758697030856,0.0015839689642752,0.758673063552845,0.988863892723041,-0.1341388847721834,0.15092272976872503,0.7571328131745574,0.7424791407756145,0.7912470535205439,0.0,0.07306471224913981,0.7505565838129074,0.00510204081632653,0.25,0.0,0.03538812102191873,0.0,1.0705349667091502,52.45621336874836,0.0,7.425307308179434,0.0,23053.263038548754,26936.5,0.0,8722.963748972063,26936.5,441,212,6,0.027210884353741496,12,0.02040816326530612,9,0.9977324263038548,0.0,0.0022675736961451248,0.018140589569160998,0.0,0.006802721088435374,0.0,0.9750566893424036,392,160,386.4149659863946,210.24036281179139,139.7310977721177,46.675974975013304,2800.342335716786,9719.11775831531,0.13378684807256236,143.43185845649757,332.5129542707359
normal_36_procesado,normal,76.24911109671099,190.9397810829373,0.0,42.895873589436846,78.74953348949617,1906.2277774177749,4773.494527073432,0.0,1072.396839735921,1968.7383372374038,32.16793870857143,115975.6137419525,-90445.05234852024,34444.54699026458,0.0,4.127683497506058,180.0,-175.6012946450045,101.04433474934886,-8.025691073997256,0.006075567154542952,0.0101157753035488,0.0029175424582691,0.0014864779281642381,0.0059010783765326,0.002324001975318332,0.0023687725913052,0.0,0.0003228406458391835,0.0023687725913052,0.5066605239319444,1.0,0.0,0.06889494175690904,0.5076644919936806,0.6738496243881222,0.6824526819507655,0.0,0.07086652688350048,0.6824526819507655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20868.480240549827,21270.5,0.0,2898.9620964579917,21270.5,582,155,5,0.0,0,0.0,0,0.32130584192439865,0.41580756013745707,0.26288659793814434,0.9810996563573883,0.0,0.010309278350515464,0.0,0.00859106529209622,174,187,281.6993127147766,202.1340206185567,45.87111292794187,44.53275393226105,1069.531357772334,4639.0245496781,0.06357388316151202,146.12551706807213,312.87890360333853
normal_37_procesado,normal,13.063525758536425,238.28764130772709,0.0,42.980574577376245,1.4142135623730951,326.58814396341063,5957.1910326931775,0.0,1074.5143644344062,35.35533905932738,-16.545007196332527,147679.77581732944,-148929.77581732944,31281.001977965185,0.0,6.011124438672563,180.0,-177.27368900609375,89.05517289963454,0.0,0.0019695013360791834,0.0037321942286741,0.000881920521329,0.0006832118060765811,0.00165745647381895,0.28506678064543906,0.999999000001,0.0,0.33322293786265883,0.1252450685215012,0.07795518939183421,0.7958762800258306,-0.8742217910774437,0.3705510639792162,0.0786875252736385,0.38875738313097674,0.5996357700629572,0.0,0.15859705998657528,0.4702671637181582,0.09109730848861282,0.3333333333333333,0.0,0.14878102898561385,0.0,14.198002063868328,51.95178027915457,0.0,23.188317982701417,0.0,17404.004658385093,32310.5,0.0,13301.969875580477,23246.5,322,266,28,0.006211180124223602,2,0.2732919254658385,88,0.7298136645962733,0.2701863354037267,0.0,0.06832298136645963,0.6490683229813664,0.09316770186335403,0.18944099378881987,0.0,275,283,284.08385093167703,169.85714285714286,91.65410963596509,66.99740610990969,367.354835006034,5957.1910326931775,0.2732919254658385,77.21476628095363,329.0362434679265
